Date,Cured,Confirmed,Deaths,Active,daily_cured,daily_confirmed,daily_deaths
2020-06-26,285637,490401,15301,204764,13940.0,17296.0,407.0
2020-06-27,295881,508953,15685,213072,10244.0,18552.0,384.0
2020-06-28,309713,528859,16095,219146,13832.0,19906.0,410.0
2020-06-29,321723,548318,16475,226595,12010.0,19459.0,380.0
2020-06-30,334822,566840,16893,232018,13099.0,18522.0,418.0
2020-07-01,347979,585493,17400,237514,13157.0,18653.0,507.0
2020-07-02,359860,604641,17834,244781,11881.0,19148.0,434.0
2020-07-03,379892,625544,18213,245652,20032.0,20903.0,379.0
2020-07-04,394227,648315,18655,254088,14335.0,22771.0,442.0
2020-07-05,409083,673165,19268,264082,14856.0,24850.0,613.0
2020-07-06,424433,697413,19693,272980,15350.0,24248.0,425.0
2020-07-07,439948,719665,20160,279717,15515.0,22252.0,467.0
2020-07-08,456831,742417,20642,285586,16883.0,22752.0,482.0
2020-07-09,476378,767296,21129,290918,19547.0,24879.0,487.0
2020-07-10,495516,793802,21604,298286,19138.0,26506.0,475.0
2020-07-11,515386,820916,22123,305530,19870.0,27114.0,519.0
2020-07-12,534621,849553,22674,314932,19235.0,28637.0,551.0
2020-07-13,553471,878254,23174,324783,18850.0,28701.0,500.0
2020-07-14,571460,906752,23727,335292,17989.0,28498.0,553.0
2020-07-15,592032,936181,24309,344149,20572.0,29429.0,582.0
2020-07-16,612815,968876,24915,356061,20783.0,32695.0,606.0
2020-07-17,635757,1003832,25602,368075,22942.0,34956.0,687.0
2020-07-18,653751,1038716,26273,384965,17994.0,34884.0,671.0
2020-07-19,677423,1077618,26816,400195,23672.0,38902.0,543.0
2020-07-20,700087,1118043,27497,417956,22664.0,40425.0,681.0
2020-07-21,724578,1155191,28084,430613,24491.0,37148.0,587.0
2020-07-22,753050,1192915,28732,439865,28472.0,37724.0,648.0
2020-07-23,782607,1238635,29861,456028,29557.0,45720.0,1129.0
2020-07-24,817209,1287945,30601,470736,34602.0,49310.0,740.0
2020-07-25,849432,1336861,31358,487429,32223.0,48916.0,757.0
2020-07-26,885577,1385522,32063,499945,36145.0,48661.0,705.0
2020-07-27,917568,1435453,32771,517885,31991.0,49931.0,708.0
2020-07-28,952743,1483156,33425,530413,35175.0,47703.0,654.0
2020-07-29,988029,1531669,34193,543640,35286.0,48513.0,768.0
2020-07-30,1020582,1583792,34968,563210,32553.0,52123.0,775.0
2020-07-31,1057805,1638870,35747,581065,37223.0,55078.0,779.0
2020-08-01,1094374,1695988,36511,601614,36569.0,57118.0,764.0
2020-08-02,1145629,1750723,37364,605094,51255.0,54735.0,853.0
2020-08-03,1186203,1803695,38135,617492,40574.0,52972.0,771.0
2020-08-04,1230509,1855745,38938,625236,44306.0,52050.0,803.0
2020-08-05,1282215,1908254,39795,626039,51706.0,52509.0,857.0
2020-08-06,1328336,1964536,40699,636200,46121.0,56282.0,904.0
2020-08-07,1378105,2027074,41585,648969,49769.0,62538.0,886.0
2020-08-08,1427005,2088611,42518,661606,48900.0,61537.0,933.0
2020-08-09,1480884,2153010,43379,672126,53879.0,64399.0,861.0
2020-08-10,1535743,2215074,44386,679331,54859.0,62064.0,1007.0
2020-08-11,1583489,2268675,45257,685186,47746.0,53601.0,871.0
2020-08-12,1639599,2329638,46091,690039,56110.0,60963.0,834.0
2020-08-13,1695982,2396637,47033,700655,56383.0,66999.0,942.0
2020-08-14,1751555,2461190,48040,709635,55573.0,64553.0,1007.0
2020-08-15,1808936,2526192,49036,717256,57381.0,65002.0,996.0
2020-08-16,1862258,2589682,49980,727424,53322.0,63490.0,944.0
2020-08-17,1919842,2647663,50921,727821,57584.0,57981.0,941.0
2020-08-18,1977779,2702742,51797,724963,57937.0,55079.0,876.0
2020-08-19,2037870,2767273,52889,729403,60091.0,64531.0,1092.0
2020-08-20,2096664,2836925,53866,740261,58794.0,69652.0,977.0
2020-08-21,2158946,2905823,54849,746877,62282.0,68898.0,983.0
2020-08-22,2222577,2975701,55794,753124,63631.0,69878.0,945.0
2020-08-23,2280566,3044940,56706,764374,57989.0,69239.0,912.0
2020-08-24,2338035,3106348,57542,768313,57469.0,61408.0,836.0
2020-08-25,2404585,3167323,58390,762738,66550.0,60975.0,848.0
2020-08-26,2467758,3234474,59449,766716,63173.0,67151.0,1059.0
2020-08-27,2523771,3310234,60472,786463,56013.0,75760.0,1023.0
2020-08-28,2583948,3387500,61529,803552,60177.0,77266.0,1057.0
2020-08-29,2648998,3463972,62550,814974,65050.0,76472.0,1021.0
2020-08-30,2713933,3542733,63498,828800,64935.0,78761.0,948.0
2020-08-31,2774801,3621245,64469,846444,60868.0,78512.0,971.0
2020-09-01,2839882,3691166,65288,851284,65081.0,69921.0,819.0
2020-09-02,2901908,3769523,66333,867615,62026.0,78357.0,1045.0
2020-09-03,2970492,3853406,67376,882914,68584.0,83883.0,1043.0
2020-09-04,3037151,3936747,68472,899596,66659.0,83341.0,1096.0
2020-09-05,3107223,4023179,69561,915956,70072.0,86432.0,1089.0
2020-09-06,3180865,4113811,70626,932946,73642.0,90632.0,1065.0
2020-09-07,3250429,4204613,71642,954184,69564.0,90802.0,1016.0
2020-09-08,3323950,4280422,72775,956472,73521.0,75809.0,1133.0
2020-09-09,3398844,4370128,73890,971284,74894.0,89706.0,1115.0
2020-09-10,3471783,4465863,75062,994080,72939.0,95735.0,1172.0
2020-09-11,3542663,4562414,76271,1019751,70880.0,96551.0,1209.0
2020-09-12,3624196,4659984,77472,1035788,81533.0,97570.0,1201.0
2020-09-13,3702595,4754356,78586,1051761,78399.0,94372.0,1114.0
2020-09-14,3780107,4846427,79722,1066320,77512.0,92071.0,1136.0
2020-09-15,3859399,4930236,80776,1070837,79292.0,83809.0,1054.0
2020-09-16,3942360,5020359,82066,1077999,82961.0,90123.0,1290.0
2020-09-17,4025079,5118253,83198,1093174,82719.0,97894.0,1132.0
2020-09-18,4112551,5214677,84372,1102126,87472.0,96424.0,1174.0
2020-09-19,4208431,5308014,85619,1099583,95880.0,93337.0,1247.0
2020-09-20,4303043,5400619,86752,1097576,94612.0,92605.0,1133.0
2020-09-21,4396399,5487580,87882,1091181,93356.0,86961.0,1130.0
2020-09-22,4497867,5562663,88935,1064796,101468.0,75083.0,1053.0
2020-09-23,4587613,5646010,90020,1058397,89746.0,83347.0,1085.0
2020-09-24,4674987,5732518,91149,1057531,87374.0,86508.0,1129.0
2020-09-25,4756164,5818570,92290,1062406,81177.0,86052.0,1141.0
2020-09-26,4849584,5903932,93379,1054348,93420.0,85362.0,1089.0
2020-09-27,4941627,5992532,94503,1050905,92043.0,88600.0,1124.0
2020-09-28,5016520,6074702,95542,1058182,74893.0,82170.0,1039.0
2020-09-29,5101397,6145291,96318,1043894,84877.0,70589.0,776.0
2020-09-30,5187825,6225763,97497,1037938,86428.0,80472.0,1179.0
2020-10-01,5273201,6312584,98678,1039383,85376.0,86821.0,1181.0
2020-10-02,5352078,6394068,99773,1041990,78877.0,81484.0,1095.0
2020-10-03,5427706,6473544,100842,1045838,75628.0,79476.0,1069.0
2020-10-04,5509966,6549373,101782,1039407,82260.0,75829.0,940.0
2020-10-05,5586703,6623815,102685,1037112,76737.0,74442.0,903.0
2020-10-06,5662490,6685082,103569,1022592,75787.0,61267.0,884.0
2020-10-07,5744693,6757131,104555,1012438,82203.0,72049.0,986.0
2020-10-08,5827704,6835655,105526,1007951,83011.0,78524.0,971.0
2020-10-09,5906069,6906151,106490,1000082,78365.0,70496.0,964.0
2020-10-10,5988822,6979423,107416,990601,82753.0,73272.0,926.0
2020-10-11,6077976,7053806,108334,975830,89154.0,74383.0,918.0
2020-10-12,6149535,7120538,109150,971003,71559.0,66732.0,816.0
2020-10-13,6227295,7175880,109856,948585,77760.0,55342.0,706.0
2020-10-14,6301927,7239389,110586,937462,74632.0,63509.0,730.0
2020-10-15,6383441,7307097,111266,923656,81514.0,67708.0,680.0
2020-10-16,6453779,7370468,112161,916689,70338.0,63371.0,895.0
2020-10-17,6524595,7432680,112998,908085,70816.0,62212.0,837.0
2020-10-18,6597209,7494551,114031,897342,72614.0,61871.0,1033.0
2020-10-19,6663608,7550273,114610,886665,66399.0,55722.0,579.0
2020-10-20,6733328,7597063,115197,863735,69720.0,46790.0,587.0
2020-10-21,6795103,7651107,115914,856004,61775.0,54044.0,717.0
2020-10-22,6874518,7706946,116616,832428,79415.0,55839.0,702.0
2020-10-23,6948497,7761312,117306,812815,73979.0,54366.0,690.0
2020-10-24,7016046,7814682,117956,798636,67549.0,53370.0,650.0
2020-10-25,7078123,7864811,118534,786688,62077.0,50129.0,578.0
2020-10-26,7137228,7909959,119014,772731,59105.0,45148.0,480.0
2020-10-27,7201070,7946429,119502,745359,63842.0,36470.0,488.0
2020-10-28,7259509,7990322,120010,730813,58439.0,43893.0,508.0
2020-10-29,7315989,8040203,120527,724214,56480.0,49881.0,517.0
2020-10-30,7373375,8088851,121090,715476,57386.0,48648.0,563.0
2020-10-31,7432829,8137119,121641,704290,59454.0,48268.0,551.0
2020-11-01,7491513,8184082,122111,692569,58684.0,46963.0,470.0
2020-11-02,7544798,8229313,122607,684515,53285.0,45231.0,496.0
2020-11-03,7603121,8267623,123097,664502,58323.0,38310.0,490.0
2020-11-04,7656478,8313876,123611,657398,53357.0,46253.0,514.0
2020-11-05,7711809,8364086,124315,652277,55331.0,50210.0,704.0
2020-11-06,7765966,8411724,124985,645758,54157.0,47638.0,670.0
2020-11-07,7819886,8462080,125562,642194,53920.0,50356.0,577.0
2020-11-08,7868968,8507754,126121,638786,49082.0,45674.0,559.0
2020-11-09,7917373,8553657,126611,636284,48405.0,45903.0,490.0
2020-11-10,7963457,8591730,127059,628273,46084.0,38073.0,448.0
2020-11-11,8013783,8636011,127571,622228,50326.0,44281.0,512.0
2020-11-12,8066501,8683916,128121,617415,52718.0,47905.0,550.0
2020-11-13,8115580,8728795,128668,613215,49079.0,44879.0,547.0
2020-11-14,8163572,8773479,129188,609907,47992.0,44684.0,520.0
2020-11-15,8205728,8814579,129635,608851,42156.0,41100.0,447.0
2020-11-16,8249579,8845127,130070,595548,43851.0,30548.0,435.0
2020-11-17,8290370,8874290,130519,583920,40791.0,29163.0,449.0
2020-11-18,8335109,8912907,130993,577798,44739.0,38617.0,474.0
